SegmentLength,SegmentTime,Speed,AveragePressure
2143.3423,15.459502,129.43858,918.6164
2102.8875,15.642305,137.9142,926.1104
2205.4841,22.141062,95.079865,862.8219
2194.1777,21.335974,104.43102,857.1967
2216.939,25.344404,83.64613,852.49426
2194.7788,26.226551,76.67967,806.1078
2536.7935,37.87508,68.807816,852.1057
2140.6675,17.318665,138.12408,659.87384
2137.722,16.018135,128.66081,925.26154
2444.262,34.371704,73.0362,862.6013
2217.9163,23.568586,93.69921,842.01794
2445.6406,46.219776,51.432796,759.17377
2028.8146,8.777155,195.97704,536.7246
2023.4766,6.825653,231.73683,549.47107
2134.7559,18.733984,118.52808,479.92117
2178.185,18.67245,116.13255,886.60944
2155.2644,17.429749,124.35651,907.81134
2147.0095,18.619318,127.58981,596.89844
2247.4993,35.517433,68.83914,534.6419
2243.152,34.93991,68.77258,568.93286
2113.2986,14.372862,140.54819,511.49533
2209.2922,20.175653,106.67625,858.6284
2200.9856,26.318844,84.39441,809.5195
2629.9167,30.088675,82.27804,844.0685
2493.3105,44.944916,54.655373,853.473
2201.967,21.937126,99.76664,893.1718
2326.0283,48.857014,44.40827,642.218
2302.2903,43.53504,54.71601,622.29675
2201.767,20.843254,101.87517,852.6539
2123.784,14.819528,133.905,927.40094
2389.8508,42.10308,60.523407,851.22736
2178.4077,20.692444,118.23929,890.40826
2136.3442,16.40542,128.948,901.8491
2192.3728,20.895458,111.04424,881.4791
2194.1365,20.303452,110.88998,857.6559
2241.9487,34.845352,66.87223,598.72034
2276.7417,25.692667,91.199425,878.4454
2409.9495,34.699432,72.01497,879.5306
2276.105,21.879927,97.11073,852.28204
2603.6453,30.129082,78.02583,816.23975
2214.9553,20.934624,97.69386,866.46686
2137.4592,18.129225,138.19768,606.808
2202.6887,21.104372,104.514465,857.1926
2160.4617,19.577202,118.66931,735.3078
2191.2104,21.315304,93.627655,761.3906
2189.6248,20.857828,97.1175,860.0614
2618.1106,31.990095,76.608284,867.5888
2181.4941,22.069893,88.8123,782.0842
2191.7063,19.140799,111.25569,866.6654
2190.7131,18.408875,116.96038,868.1253
2171.5886,17.31934,122.12307,894.4841
2571.122,35.8344,70.31631,844.87854
2185.037,19.087906,109.17523,880.17285
2179.5205,19.553205,98.31727,709.3153
2282.8704,34.90893,68.233315,567.0078
2220.2134,24.756805,89.60311,855.37317
2156.4985,16.481703,118.25319,905.47015
2469.8655,24.881477,94.546524,870.9126
2033.1105,8.751768,188.57361,502.9289
2207.3198,22.024227,98.34178,866.16016
2172.936,18.755264,118.14041,887.68695
2087.079,16.23851,135.60605,476.6769
2215.814,20.2717,101.768394,889.1466
2463.0251,45.057114,55.589237,853.7737
2053.8442,8.958054,198.10806,531.48425
1985.9642,5.8876877,232.838,553.853
2410.0044,35.8465,73.93409,875.96857
2084.357,14.370704,158.81499,522.4721
2211.599,21.36582,106.7208,863.086
2503.1238,44.233173,57.09056,852.94116
2200.044,22.903412,89.92488,855.33997
2428.514,47.058567,49.862625,846.3089
2501.9604,41.541985,60.363155,833.1377
2229.1348,20.86136,104.949135,877.556
2210.726,29.754742,77.41183,606.4733
2135.407,17.16721,136.96303,551.13715
2216.318,20.458878,103.07379,851.97186
2210.2446,22.734121,95.64695,859.4021
2191.4722,19.930279,110.461716,874.0734
2009.5251,8.823431,195.1903,534.765
2199.0642,21.197191,107.97051,862.0987
2267.6177,22.228203,99.6837,869.56555
2191.5227,20.751701,107.41076,867.7539
2163.5415,22.06517,95.305565,741.09436
2220.5173,23.065805,94.460144,875.30597
2060.599,13.0525,171.08307,522.50214
2178.4055,21.948776,100.50126,704.49176
2409.8774,31.629278,81.21942,879.0705
2018.8513,7.932064,209.2356,540.37476
2452.8777,42.640194,57.618923,885.0227
2123.979,15.369868,142.75781,511.9865
2130.234,14.74841,137.13852,923.8412
2218.5852,22.899294,98.28287,848.6525
2201.1692,16.645193,117.332,899.2679
2332.4722,22.638552,94.95983,878.95197
2163.383,16.896301,125.73887,890.4455
2311.4375,22.999006,97.14027,834.7436
2280.007,28.673536,86.57324,886.14496
2203.3103,21.276848,105.86153,884.8178
2285.1726,22.689484,100.92026,880.8689
1998.7184,9.021019,196.51192,537.24774
2190.4324,20.05854,112.5647,885.1003
2207.2764,20.6807,102.45673,872.33344
2511.0344,36.228897,71.76804,874.872
2156.5178,20.55725,113.47887,568.3257
2253.7446,24.438377,84.34777,790.23395
2211.6638,27.325533,86.97155,862.14453
2564.5095,38.2896,64.87992,890.6244
2203.5576,21.302532,99.99466,874.6508
2531.318,43.361378,55.730526,872.91003
2243.8928,27.577982,87.59209,630.02814
2620.3428,29.31919,80.8673,834.24
2282.9373,23.539557,98.10927,868.64075
2048.0798,9.035658,203.5325,542.1106
2466.1108,45.037075,57.261333,885.4648
2098.5251,18.642654,142.19246,625.1924
2293.5723,43.503796,50.625103,589.83716
2158.8599,15.569202,125.69099,907.17365
2215.8286,22.758514,98.312355,855.1021
2572.3271,35.842068,69.5919,850.04425
2301.01,42.83891,52.428204,607.01556
2389.0137,54.376373,39.48487,824.6941
2068.128,13.442125,159.77568,966.2102
2422.2124,46.470196,52.39784,776.63116
2157.5476,18.475502,110.62077,809.1141
2224.3416,24.714796,97.0814,899.90295
2311.1406,43.22499,51.78682,615.5391
2401.646,49.556324,48.150475,752.05066
2209.865,19.81476,109.34714,861.95013
2199.0308,20.81252,102.49971,870.53687
2418.3665,50.40224,44.822742,849.4305
2210.6245,21.39133,105.257324,858.9498
2100.7854,17.478443,136.48395,608.17535
2197.151,21.60469,102.62436,675.5233
2292.819,29.773401,79.6216,669.1185
2187.1597,20.2996,99.286964,677.1061
2202.5083,19.17288,107.40604,865.1401
2089.0508,13.838218,154.32204,961.84454
2345.5889,45.88057,47.187107,667.36633
2207.4043,21.944025,103.86778,857.3619
2188.8633,21.380465,96.74155,824.5362
2157.894,18.832483,114.33003,618.11804
2396.3777,51.35609,43.634506,777.4781
2215.801,23.788235,95.53302,844.81226
2508.4126,44.593754,53.255463,865.25287
2558.194,39.795284,62.18339,852.1671
2187.006,22.117466,100.5235,760.2711
2282.9731,37.670727,62.272297,566.42535
2127.7693,13.817649,137.72717,928.7219
2443.1826,50.075623,47.755596,890.5305
2094.7295,14.502217,153.41142,496.30606
2301.2314,27.197214,91.282585,873.2158
2113.6086,14.8153305,153.63803,953.17993
2195.0002,21.595854,102.038445,861.0929
2468.3972,45.822926,52.141975,858.1413
2223.633,21.710278,98.915,857.4851
2180.9226,23.002895,91.99988,633.63477
2301.3018,30.803947,78.123695,859.8659
2266.5862,40.381874,58.23296,559.5453
2163.806,19.340525,113.7734,614.03705
2509.3135,35.937157,74.46082,867.23065
2193.7935,20.350792,100.737335,839.09973
2191.716,20.011106,109.518715,872.79846
2429.5146,45.50597,53.709484,780.35486
2210.8008,29.741146,76.16126,500.82797
2243.8462,22.465334,99.62394,890.35754
2179.5298,17.451263,115.56493,879.82764
2185.731,19.811543,114.16783,871.92896
2095.3467,13.9913025,150.04985,945.99805
2549.589,37.623634,68.322136,870.5318
2501.272,40.542023,65.367714,892.1469
2403.5415,52.418587,43.493374,849.6957
2080.3384,17.17308,124.15071,484.14584
2034.6412,8.983198,194.95663,523.03204
2116.8313,16.431894,148.78865,553.37714
2197.6384,19.425896,112.04026,893.3761
2165.253,17.05892,125.96544,891.39935
2093.0305,15.803916,126.08187,449.7224
2211.8845,21.300455,103.55185,865.46936
2221.5847,21.351423,101.289314,870.2888
2190.6228,18.912586,109.29424,878.16736
2212.6445,19.054083,108.82546,877.5565
2252.962,32.098804,69.99573,788.02014
2122.9463,14.725418,135.89316,911.3402
2312.2278,25.32092,85.885605,874.98846
2509.2815,35.879074,71.02539,838.62427
2470.3518,44.722614,56.978867,890.683
2267.1255,30.513355,75.79943,806.2633
2274.5923,43.364277,51.95727,578.12866
2285.4653,32.634815,77.405426,837.8663
2155.263,16.608475,129.64809,907.1014
2095.5803,15.423119,142.49088,493.2712
2026.7701,8.067335,195.66075,525.9233
2521.7207,35.82425,72.72515,859.4925
2424.6277,51.13277,42.217003,782.929
2188.3306,18.911999,115.0288,876.2708
2333.467,30.675575,81.255455,846.05554
2353.7935,54.93034,38.750153,725.79486
2490.567,40.82299,63.067226,867.2306
2187.9355,23.790815,91.59922,864.4065
2174.692,20.592241,103.51246,629.2155
2076.2542,19.275204,147.25986,635.03656
2571.4265,33.260666,72.39604,847.92004
2226.2102,22.087997,99.30925,846.58417
2110.7197,17.599981,119.28799,460.5214
2149.525,22.430428,102.91388,495.40808
2416.2854,37.356026,66.14092,829.6839
2351.3384,25.730173,93.79243,856.67096
2388.9946,49.749554,49.94801,730.45844
2496.89,34.939415,73.56835,862.02435
2045.1824,11.866445,162.70564,985.2237
2049.164,9.877193,181.27722,513.18256
2172.2354,18.503113,122.00791,882.4679
2147.8186,16.132015,127.72232,899.00995
2185.9814,19.954937,115.265305,876.1666
2208.5903,21.500257,103.41211,875.97424
2335.2363,52.287743,38.151512,667.4206
2193.8325,25.439194,93.47171,504.021
2441.7715,43.987328,53.455116,828.9243
2230.4824,23.000906,94.75051,868.86237
2174.5144,18.915453,107.236435,745.0468
2163.1182,22.671703,92.14823,752.8726
2211.8926,20.510271,100.81365,867.74554
2199.9548,21.229383,96.000595,817.396
2214.7605,21.953716,101.829796,860.0682
2150.7417,15.944065,131.7101,901.959
2531.971,42.492405,57.149475,840.6554
2120.1072,16.709368,126.11146,471.18927
2288.833,37.7696,60.18998,589.7503
2432.7444,45.8068,51.687984,883.90826
2132.5613,19.478313,111.94782,735.81354
2144.533,22.140139,101.29238,468.18045
2136.2979,16.858686,142.13731,577.0654
2491.157,45.496964,55.285034,876.3458
2156.7134,16.528921,127.75992,912.66113
2164.9092,17.457912,123.191795,885.77356
2396.2493,53.2675,43.27413,862.3539
2370.138,28.768513,87.53058,869.8137
2296.1592,21.90088,96.737076,887.88043
2446.8237,26.401094,91.688156,863.7046
2180.6853,18.35466,115.55286,881.7771
2150.931,17.649803,130.39424,908.53485
2275.6284,37.771797,63.20669,576.29504
2615.2605,30.038351,80.788,835.5046
2529.062,36.653877,69.20605,842.73303
2153.7778,18.399004,124.23419,536.1947
2088.5278,12.717096,155.09036,983.20184
2194.068,19.965261,109.33979,870.2438
2530.7131,28.283953,86.08334,854.9775
2295.9734,38.66382,66.2176,848.8059
2407.4043,33.688793,75.22423,844.37524
2233.9192,30.845442,78.93841,763.5995
2446.287,40.173454,62.9933,877.0508
1999.8049,9.485132,189.87256,517.0665
2126.5251,16.537682,132.37785,892.0449
2182.0725,18.870754,116.91052,888.1486
2173.7883,17.891863,116.96192,872.1474
2091.3403,14.750396,145.28085,485.19492
2021.852,7.8263187,215.8392,521.88007
2053.5518,16.69636,168.71494,616.075
2324.501,44.40396,48.7977,615.0067
2103.4749,16.02376,141.99622,495.61743
2601.3486,31.86205,75.104065,843.4896
2349.3716,37.701637,66.24076,703.07587
2365.8918,30.503902,81.96931,871.8961
2327.7024,26.58852,89.79747,878.3477
2089.1743,12.940353,157.66068,961.45776
2349.2957,39.758286,66.25128,847.8123
2316.5435,24.333939,99.73157,882.2596
2030.8513,10.8792095,167.58476,490.6926
2203.8704,26.434395,92.69902,918.7218
1959.8356,4.2579727,254.09662,514.4123
2227.9055,23.548859,89.20727,861.83203
2205.464,23.510405,85.09245,841.65027
2146.2227,14.416246,132.26503,911.9446
2154.1292,17.202742,122.70146,569.7459
2111.0173,16.75326,140.8413,528.77997
2156.227,20.94868,107.45473,480.2344
2584.7727,33.042095,72.25845,827.70496
2205.5288,22.165724,98.07827,869.6943
2168.9207,18.67637,120.490974,886.14374
2241.53,33.918575,71.545456,530.2817
2302.1094,25.444715,94.988594,882.2268
2012.8049,7.9775085,198.205,509.7077
2113.1533,14.526112,144.3105,929.75775
2265.8008,41.187996,60.868965,589.8686
2171.864,18.177828,118.008575,883.2406
2150.449,22.30282,99.43596,613.66534
2216.18,22.69167,99.92413,851.21277
2434.8633,46.535202,51.384373,799.8411
2313.6548,34.113995,74.0091,833.45746
2349.6436,56.151367,37.34239,751.5401
2535.1199,31.78266,79.094475,856.4012
2339.0393,33.57992,72.44059,758.42664
2365.7542,52.09439,43.52792,737.921
2136.954,16.526136,137.7115,507.7797
2250.1243,26.550823,91.2436,603.58966
